Approval;CreditScore;DebttoIncomeRatio;Interest;RequestAmount
T;700;,12;7650;17000
F;595;,01;8550;19000
F;710;,47;8550;19000
F;644;,11;1800;4000
T;715;,09;9000;20000
F;635;,05;9900;22000
F;643;,17;4050;9000
F;615;,18;12600;28000
T;757;,03;4500;10000
T;677;,09;2250;5000
T;685;,16;1350;3000
T;690;,25;4500;10000
T;679;,24;2700;6000
F;694;,81;3150;7000
T;796;,07;5400;12000
F;560;,07;3600;8000
T;770;,1;9000;20000
T;725;,19;13950;31000
T;776;,12;6750;15000
T;753;,14;3600;8000
F;663;,28;4050;9000
T;675;,2;4500;10000
T;717;,12;7200;16000
F;687;,27;3150;7000
F;691;,28;9450;21000
F;588;,05;2700;6000
T;697;,12;5400;12000
F;514;,05;1350;3000
F;726;,16;5400;12000
T;698;,09;5850;13000
T;695;,22;8550;19000
T;720;,15;8100;18000
F;660;,22;9000;20000
F;667;,35;9450;21000
T;689;,04;13500;30000
F;569;,42;450;1000
F;606;,41;1800;4000
T;670;,09;7650;17000
T;697;,25;13050;29000
F;673;,09;6300;14000
T;718;,15;8550;19000
F;622;,1;16200;36000
F;494;,04;900;2000
T;716;,19;900;2000
T;663;,19;450;1000
T;693;,18;7200;16000
T;765;,19;4050;9000
T;684;,13;8100;18000
T;699;,07;4500;10000
F;571;,13;15300;34000
F;722;,26;13050;29000
F;591;,02;1800;4000
T;741;,06;2250;5000
T;801;,06;1350;3000
F;696;,02;8100;18000
T;726;,15;2700;6000
F;677;,11;15750;35000
F;673;,23;3150;7000
T;776;,08;1800;4000
F;501;,16;2250;5000
F;688;,3;3150;7000
T;693;,22;9900;22000
F;681;,07;14400;32000
F;719;,17;6750;15000
T;712;,07;3600;8000
T;727;,25;13050;29000
T;688;,24;10800;24000
F;702;,15;15750;35000
T;720;,19;900;2000
T;712;,27;3150;7000
F;702;,09;3600;8000
F;702;,03;3150;7000
F;618;,17;10800;24000
T;731;,08;9900;22000
F;703;,01;8100;18000
T;667;,02;3600;8000
F;653;,16;8100;18000
T;703;,32;5850;13000
T;735;,09;6750;15000
T;711;,22;8100;18000
F;543;,11;3150;7000
T;698;,08;9000;20000
T;685;,11;2700;6000
F;688;,45;13950;31000
F;677;,21;1350;3000
T;731;,16;1800;4000
T;789;,29;9000;20000
T;688;,27;900;2000
F;673;,48;9900;22000
F;635;,14;9450;21000
T;680;,14;3150;7000
T;683;,21;6300;14000
F;665;,33;3150;7000
T;776;,06;7650;17000
T;747;,07;3150;7000
F;636;,12;5400;12000
T;726;,21;9900;22000
T;693;,15;8100;18000
T;679;,04;3150;7000
T;818;,01;14850;33000
F;591;,24;1350;3000
F;586;,07;450;1000
T;728;,03;3600;8000
T;718;,16;4500;10000
T;675;,11;3600;8000
T;747;,17;5850;13000
F;682;,13;2700;6000
T;744;,04;2250;5000
T;707;,12;5400;12000
F;612;,06;2700;6000
T;659;,1;3150;7000
F;566;,04;4950;11000
F;682;,34;7200;16000
F;523;,3;7650;17000
T;717;,14;11700;26000
T;757;,32;5400;12000
F;695;,32;2250;5000
T;733;,14;3600;8000
T;754;0;4050;9000
F;620;,16;17100;38000
F;595;,15;3150;7000
F;567;0;11700;26000
T;699;,2;4500;10000
T;796;,09;15300;34000
T;731;,16;6750;15000
F;686;,1;7650;17000
F;650;,5;11250;25000
F;767;,29;7650;17000
T;824;,25;7650;17000
F;679;,22;2700;6000
F;705;,06;6300;14000
T;760;,2;450;1000
T;733;,09;6300;14000
F;580;,2;4950;11000
T;800;,09;11250;25000
T;754;,17;4050;9000
F;593;,21;4050;9000
T;674;,08;9000;20000
T;729;,22;9000;20000
T;681;,1;2250;5000
F;508;,02;14850;33000
T;703;,13;3600;8000
F;460;,11;4050;9000
F;680;,04;2700;6000
F;534;,09;1350;3000
F;636;,95;15300;34000
T;680;,23;12150;27000
T;658;,1;1800;4000
T;719;,11;9450;21000
T;702;,06;17100;38000
F;590;,04;10800;24000
F;639;0;1800;4000
T;680;,18;6300;14000
F;608;,08;1800;4000
F;667;,5;2250;5000
F;669;,24;450;1000
T;715;,27;8100;18000
F;693;,03;4050;9000
F;676;,38;14850;33000
T;656;,21;8100;18000
T;690;,17;9000;20000
F;653;,03;4500;10000
F;594;,16;15300;34000
T;704;,17;2250;5000
F;687;,17;4950;11000
T;773;,12;4950;11000
F;640;,24;9000;20000
F;461;0;14400;32000
F;658;,5;12600;28000
T;684;,16;8100;18000
F;635;,16;9000;20000
F;710;,33;10350;23000
F;472;,3;1350;3000
T;707;,19;3150;7000
T;719;,2;4500;10000
F;701;,03;1800;4000
T;767;,22;3600;8000
F;504;,02;1800;4000
T;757;,11;900;2000
F;649;,76;3600;8000
T;734;,12;900;2000
T;674;,11;3600;8000
T;702;,23;5850;13000
F;721;,38;4500;10000
F;494;,17;4500;10000
F;644;,04;4950;11000
F;728;,42;12150;27000
F;709;,54;1350;3000
T;710;,21;12600;28000
T;682;,17;450;1000
F;607;,13;17100;38000
F;494;,32;8550;19000
T;726;,11;6750;15000
F;592;,25;900;2000
T;723;,2;4050;9000
T;784;,04;1800;4000
F;723;,04;12600;28000
F;614;,05;450;1000
T;673;,17;8550;19000
F;765;,53;11250;25000
F;560;,2;900;2000
F;657;,31;3150;7000
F;640;,18;3150;7000
T;688;,27;2250;5000
F;795;,46;13050;29000
F;701;,24;13050;29000
F;622;,32;4500;10000
T;690;,06;15750;35000
T;746;,01;4050;9000
F;595;,12;900;2000
T;663;,29;3150;7000
F;669;,04;6750;15000
T;725;,18;2700;6000
T;675;,22;9900;22000
F;550;,31;3600;8000
T;683;,1;450;1000
T;758;,13;1800;4000
T;780;,1;3150;7000
T;771;,18;14400;32000
F;700;,09;2250;5000
T;691;,24;4500;10000
T;706;,21;7650;17000
F;617;,04;15300;34000
T;692;,06;10350;23000
T;693;,19;2700;6000
T;695;,21;4950;11000
F;644;,41;4050;9000
T;718;,31;13500;30000
T;718;,23;1800;4000
F;701;,34;5400;12000
T;716;,1;5850;13000
F;665;,5;2700;6000
T;702;,18;900;2000
F;614;,19;1800;4000
F;651;,07;3600;8000
F;643;,33;14850;33000
F;694;,29;7650;17000
F;690;,09;4950;11000
F;704;,29;10800;24000
F;644;,17;1800;4000
F;675;,38;4500;10000
F;682;,24;9900;22000
F;534;,05;2700;6000
T;722;,11;6300;14000
F;670;,06;1350;3000
T;736;,15;900;2000
F;543;,21;2700;6000
T;645;,08;1350;3000
F;677;,09;9450;21000
F;711;,09;14850;33000
F;700;,33;9450;21000
T;679;,14;1800;4000
F;574;,02;450;1000
F;548;,17;1350;3000
T;677;,15;3150;7000
F;427;,01;9900;22000
F;689;,5;8550;19000
F;695;,34;3150;7000
F;550;,35;12600;28000
T;779;,13;6300;14000
F;507;,08;900;2000
T;699;,11;3150;7000
T;669;,1;6750;15000
F;684;,13;2700;6000
T;677;,32;9450;21000
F;570;,05;4500;10000
F;703;,33;450;1000
T;754;,23;2700;6000
T;720;,22;4950;11000
T;680;,06;9450;21000
T;726;0;8550;19000
T;675;,19;8550;19000
T;724;,15;9450;21000
T;671;,07;4500;10000
F;659;,13;5400;12000
T;691;,3;1800;4000
T;727;,05;1350;3000
F;728;,04;13950;31000
F;670;,42;2250;5000
F;490;,11;3600;8000
F;616;,25;5400;12000
T;691;,11;7650;17000
T;664;,04;15300;34000
T;688;,2;1800;4000
F;627;,13;2700;6000
F;578;,07;900;2000
F;649;,29;9000;20000
T;706;,17;13950;31000
F;645;,2;12600;28000
T;709;,17;4050;9000
F;515;,41;2700;6000
T;677;0;450;1000
F;609;,03;17550;39000
F;703;,15;3600;8000
T;706;,12;3150;7000
T;693;,15;8550;19000
F;644;,71;1350;3000
T;696;,09;3600;8000
T;700;,23;900;2000
F;682;,43;15750;35000
F;687;,15;900;2000
F;696;,08;4500;10000
F;501;,44;3150;7000
F;649;,46;15300;34000
F;694;,51;14850;33000
F;594;,06;2250;5000
T;734;,3;8100;18000
F;641;,41;10350;23000
F;613;,29;4050;9000
T;694;,16;4500;10000
T;708;,17;2250;5000
F;616;,06;5850;13000
T;692;,28;4950;11000
F;538;,43;6750;15000
F;639;,17;7200;16000
T;685;,07;2700;6000
F;510;,03;4950;11000
T;735;,25;6750;15000
T;703;,2;3150;7000
F;648;,17;8550;19000
F;676;,61;4950;11000
T;692;,27;2250;5000
F;616;0;3150;7000
T;697;,24;14400;32000
T;681;,12;10800;24000
F;652;,05;450;1000
T;714;,29;9450;21000
F;674;,3;3150;7000
T;702;,24;13050;29000
T;692;,12;3600;8000
F;643;,14;450;1000
F;475;,2;4050;9000
T;745;,05;5850;13000
T;710;,15;11250;25000
T;747;,09;5850;13000
T;713;,2;10800;24000
T;732;,17;5850;13000
T;692;,16;4500;10000
F;509;,23;900;2000
F;430;,08;1800;4000
T;753;,21;8550;19000
T;698;,21;13500;30000
T;700;,25;15300;34000
T;730;,14;9900;22000
F;636;,03;15750;35000
T;757;,19;10350;23000
F;724;,16;2700;6000
T;733;,17;4050;9000
T;719;,05;225;500
F;580;,22;2700;6000
T;716;,19;4950;11000
T;761;,2;3600;8000
T;746;,04;4500;10000
F;649;,12;5850;13000
F;625;,01;4050;9000
F;724;,31;13500;30000
T;748;,11;10350;23000
T;681;,09;4950;11000
F;588;,24;2250;5000
F;656;,17;11250;25000
F;512;,17;1800;4000
T;740;,08;2250;5000
F;589;,71;13950;31000
T;737;,07;900;2000
T;725;,08;1800;4000
T;701;,19;1350;3000
T;704;,14;5400;12000
F;679;,16;5850;13000
F;685;,33;9000;20000
F;758;,5;7200;16000
F;647;,11;13950;31000
T;750;,08;5400;12000
T;713;,15;4950;11000
T;757;,11;900;2000
T;726;,09;9450;21000
F;705;,1;16200;36000
T;684;,11;4950;11000
F;669;,18;4500;10000
F;585;,15;10800;24000
F;604;,35;2250;5000
F;696;,04;5400;12000
T;697;,2;16200;36000
F;640;,21;4500;10000
F;730;,09;15750;35000
F;633;,39;6750;15000
F;672;,04;5400;12000
F;608;,05;4050;9000
F;678;,23;15300;34000
T;811;,04;4050;9000
T;740;,05;4950;11000
T;719;,03;2250;5000
T;677;,12;9900;22000
F;622;,23;2700;6000
T;744;,04;4050;9000
T;700;,2;4950;11000
T;673;,2;7200;16000
F;506;,03;16200;36000
F;652;,12;1800;4000
T;721;,15;7200;16000
T;704;,1;1800;4000
F;667;,45;4950;11000
F;554;,15;225;500
F;663;,13;3600;8000
F;641;,61;5400;12000
F;706;,08;15750;35000
F;698;,28;6750;15000
T;665;,06;7650;17000
F;626;,25;225;500
F;737;,13;16200;36000
T;710;,2;4500;10000
T;766;,12;2700;6000
T;671;,21;5850;13000
F;741;,22;16200;36000
T;681;,23;2250;5000
F;610;,13;10800;24000
F;687;,28;12600;28000
T;669;,13;10800;24000
F;648;,29;450;1000
T;715;,11;4500;10000
F;522;,37;5400;12000
T;690;,19;1800;4000
F;608;,06;2700;6000
F;542;,16;900;2000
F;713;,16;5400;12000
T;745;,33;5850;13000
F;680;,17;4950;11000
T;655;,11;3600;8000
F;627;,13;2700;6000
T;671;,1;5850;13000
T;662;,32;11700;26000
F;642;,23;1800;4000
T;663;,13;7650;17000
T;718;,11;9000;20000
F;545;,22;225;500
T;732;,19;5850;13000
T;712;,09;2700;6000
F;571;,02;4500;10000
T;676;,07;3600;8000
T;674;,08;5400;12000
F;717;0;2250;5000
T;765;,11;15750;35000
F;668;,19;4050;9000
T;709;,07;5850;13000
F;781;,01;6300;14000
T;662;,23;3600;8000
F;457;,01;3600;8000
T;697;,33;3600;8000
T;673;,23;900;2000
F;632;,29;2250;5000
T;700;,16;9900;22000
T;653;,09;5850;13000
T;726;,11;5850;13000
T;704;,13;2700;6000
T;706;,23;3600;8000
T;713;,22;10800;24000
F;434;,06;450;1000
F;605;,02;1800;4000
T;696;,16;15750;35000
F;590;,24;900;2000
F;491;,26;2700;6000
T;691;,15;4500;10000
F;650;,23;7200;16000
F;535;,47;225;500
T;697;,13;12600;28000
T;684;,26;2700;6000
T;692;,22;3150;7000
F;517;,2;1800;4000
F;707;,27;4050;9000
F;640;,58;11700;26000
T;680;,15;12150;27000
T;738;,04;6300;14000
T;718;,2;4050;9000
T;768;,15;9900;22000
F;503;0;1350;3000
T;681;,12;5400;12000
T;732;,08;6300;14000
T;783;,12;8100;18000
T;765;,17;12150;27000
T;702;,12;3600;8000
T;704;,13;5400;12000
T;701;,16;6300;14000
F;764;,31;3600;8000
T;690;,12;12150;27000
T;737;,12;5400;12000
T;689;,15;8100;18000
T;721;,15;11250;25000
T;664;,18;4500;10000
T;691;,17;2700;6000
T;691;,13;4500;10000
T;734;,1;8100;18000
F;611;,27;2700;6000
F;638;,43;12600;28000
F;430;,23;450;1000
F;638;,09;4050;9000
F;594;,15;2250;5000
F;696;,45;1350;3000
T;678;,18;4950;11000
T;681;,26;8550;19000
T;657;,2;3600;8000
T;679;,15;4050;9000
T;668;,15;2250;5000
F;442;,09;9900;22000
T;679;,17;8550;19000
F;501;,55;2250;5000
F;449;,09;1350;3000
F;520;,09;8550;19000
T;663;,19;4050;9000
F;587;,23;450;1000
T;665;,25;2700;6000
T;743;,29;2700;6000
F;581;,56;16200;36000
T;677;,22;7200;16000
F;555;,71;1800;4000
F;735;,33;14850;33000
F;638;,03;16650;37000
F;703;,17;3600;8000
F;686;,08;3150;7000
F;643;,19;13950;31000
T;782;,01;1350;3000
T;695;,14;4500;10000
F;637;,15;1800;4000
T;730;,23;7650;17000
T;767;,28;1350;3000
F;553;,3;4950;11000
T;747;,23;3600;8000
T;803;,01;4500;10000
T;720;,15;9000;20000
T;790;,11;3600;8000
T;768;,04;1350;3000
F;538;,21;7650;17000
F;713;,2;11250;25000
F;567;,42;1350;3000
T;687;,09;900;2000
F;635;,02;900;2000
F;645;,35;5400;12000
T;744;,18;6750;15000
F;711;,29;900;2000
F;655;,12;4500;10000
F;692;,12;5400;12000
F;688;,38;16650;37000
F;620;,13;5400;12000
T;667;,25;6300;14000
T;675;,2;3600;8000
T;701;,16;4500;10000
T;707;,12;1800;4000
F;582;,36;4500;10000
T;732;,02;900;2000
F;661;,01;2250;5000
T;677;,09;900;2000
T;691;,13;3600;8000
F;560;,1;9000;20000
F;715;,54;900;2000
F;750;,47;8550;19000
F;652;,03;450;1000
T;724;,03;2250;5000
T;704;,16;8550;19000
T;698;,14;3600;8000
F;665;,09;10800;24000
T;676;,17;4500;10000
F;623;,36;900;2000
T;690;,03;4050;9000
F;682;,09;2700;6000
T;715;,19;8550;19000
T;716;,25;450;1000
F;648;,29;13500;30000
T;706;,24;900;2000
T;737;,05;2250;5000
T;712;,16;3150;7000
T;705;,24;7650;17000
T;675;,2;450;1000
F;492;,12;1350;3000
F;700;,26;10800;24000
T;695;,18;2700;6000
T;686;,14;4500;10000
T;796;,06;450;1000
F;701;,73;13500;30000
T;734;,02;4500;10000
T;669;,2;3150;7000
F;638;,07;11250;25000
F;650;,2;7200;16000
F;694;,44;4950;11000
T;736;,16;5400;12000
T;647;,11;9450;21000
F;671;,36;2700;6000
F;700;,05;8100;18000
F;498;,46;11250;25000
T;672;,14;5400;12000
T;687;,12;4950;11000
T;692;,09;900;2000
F;550;0;2250;5000
T;662;,21;2250;5000
T;666;,13;5850;13000
T;690;,23;1350;3000
F;689;,07;7650;17000
T;653;,11;4950;11000
T;668;,21;900;2000
T;765;,1;9450;21000
F;562;,4;10800;24000
T;735;,09;4950;11000
T;684;,11;9000;20000
T;741;,13;5850;13000
F;676;,28;11250;25000
T;702;,25;5850;13000
T;726;,26;10350;23000
F;542;,52;4500;10000
T;779;0;11700;26000
F;574;,24;2250;5000
T;698;,08;4050;9000
T;713;,22;10350;23000
T;701;,13;4050;9000
F;502;,19;2250;5000
T;694;,2;4500;10000
F;590;,04;1800;4000
F;587;,18;14400;32000
T;679;,3;450;1000
T;749;,34;450;1000
T;726;,16;11250;25000
F;704;,16;12600;28000
F;686;,21;3150;7000
F;686;,14;5400;12000
T;716;,02;9000;20000
F;697;,02;8100;18000
F;601;,07;10350;23000
T;663;,18;2250;5000
F;639;,33;1800;4000
F;645;,23;10800;24000
F;644;,26;16650;37000
F;663;,25;11250;25000
T;769;,14;1800;4000
T;712;,11;9900;22000
T;666;,09;8100;18000
T;654;,11;2250;5000
F;562;,32;450;1000
T;684;,11;4050;9000
F;669;,47;14850;33000
T;714;,1;11700;26000
F;460;,34;11700;26000
T;692;,18;8100;18000
F;729;,31;10350;23000
F;656;,18;10800;24000
T;732;,04;5400;12000
F;764;,04;4950;11000
F;685;,2;900;2000
T;739;,06;7200;16000
F;722;,58;4950;11000
T;677;,23;900;2000
F;649;,33;2700;6000
T;702;,2;13050;29000
T;706;,12;4500;10000
F;563;,03;1350;3000
F;698;,32;9450;21000
T;717;,14;4950;11000
F;672;,07;900;2000
F;682;,34;7200;16000
T;691;,18;5400;12000
T;671;,14;4500;10000
F;610;,42;3150;7000
T;686;,1;6300;14000
F;678;,12;450;1000
T;698;,37;2700;6000
F;537;,07;3150;7000
T;677;,23;7650;17000
T;680;,11;6300;14000
F;669;,34;6750;15000
F;538;,22;5400;12000
T;705;,19;9450;21000
F;452;,02;2250;5000
F;611;,56;900;2000
F;532;,12;4050;9000
T;752;,14;5850;13000
F;546;,19;7200;16000
T;701;,06;2250;5000
F;499;,14;1350;3000
F;702;,29;14850;33000
T;742;,27;15750;35000
F;738;,01;4500;10000
T;721;,13;13500;30000
T;722;,02;4050;9000
F;693;,18;8100;18000
T;690;,13;2700;6000
F;705;,41;12150;27000
T;709;,09;4950;11000
T;738;,16;8100;18000
T;727;,08;2250;5000
F;768;,25;7200;16000
F;602;,28;900;2000
T;707;,24;3150;7000
T;816;,06;3150;7000
F;452;,13;6300;14000
F;710;,11;4950;11000
T;730;,21;6300;14000
T;763;,04;6750;15000
F;682;,08;900;2000
T;735;,28;225;500
T;737;,14;4950;11000
T;713;,16;3150;7000
T;658;,25;9450;21000
F;682;,15;3600;8000
T;665;,08;12150;27000
T;772;,02;8100;18000
T;678;,09;1350;3000
T;680;,16;4950;11000
T;681;,15;7200;16000
T;734;,16;4950;11000
T;761;,12;16200;36000
T;696;,11;2700;6000
F;678;,21;17100;38000
T;737;,01;1350;3000
F;662;,57;5850;13000
T;719;,11;3600;8000
T;746;,11;3600;8000
F;620;,25;4500;10000
F;637;,02;12150;27000
T;773;,27;8550;19000
F;675;,04;225;500
F;675;,22;12600;28000
F;705;,28;6750;15000
T;681;,23;6750;15000
F;555;,55;11250;25000
F;515;,16;3600;8000
F;628;,06;2700;6000
T;718;,18;10350;23000
T;711;,31;5850;13000
F;653;,41;3150;7000
T;818;,1;6300;14000
T;724;,16;2700;6000
F;704;,25;7650;17000
T;762;0;1800;4000
F;712;,05;8100;18000
T;688;,21;4050;9000
T;659;,09;3600;8000
F;732;,11;10350;23000
T;674;,16;5850;13000
F;651;,08;2250;5000
T;723;,17;14400;32000
F;474;,37;16650;37000
T;716;,23;14850;33000
T;691;,07;6300;14000
F;501;,05;1800;4000
F;548;,67;5400;12000
T;679;,08;7200;16000
T;681;,1;13050;29000
T;703;,16;9450;21000
T;698;,13;12150;27000
F;630;,36;1350;3000
T;727;,08;2250;5000
T;711;,22;10350;23000
T;787;,15;7200;16000
F;638;,17;1350;3000
F;522;,34;2700;6000
F;613;,13;900;2000
F;655;,47;8100;18000
T;696;,1;5850;13000
F;656;,15;2250;5000
F;694;,13;2250;5000
T;671;,21;3150;7000
T;701;,29;1800;4000
F;654;,52;5850;13000
F;681;,27;7650;17000
T;769;,1;15750;35000
T;674;,04;4050;9000
F;700;,09;15750;35000
T;740;,08;9450;21000
T;698;,19;7650;17000
T;692;,26;5850;13000
T;724;,11;4950;11000
F;506;,03;900;2000
F;618;,28;13950;31000
F;684;,23;9000;20000
T;680;,01;1350;3000
T;762;,03;11700;26000
T;716;,24;4500;10000
T;672;,31;10350;23000
F;650;,2;6300;14000
F;666;,38;15300;34000
F;684;,5;7650;17000
F;618;,08;1350;3000
F;656;,09;4050;9000
T;754;,03;1350;3000
F;661;,08;225;500
F;657;,26;11250;25000
T;755;,11;6750;15000
T;764;0;5850;13000
F;718;,56;9450;21000
F;681;,24;8100;18000
T;665;,22;6750;15000
T;679;,14;11250;25000
T;693;,17;7650;17000
T;700;,17;16650;37000
T;692;,06;3150;7000
T;663;,24;5400;12000
T;788;,2;4050;9000
T;670;,29;2250;5000
F;514;,11;2250;5000
F;671;,32;13500;30000
F;648;,21;3600;8000
F;522;,06;900;2000
T;735;,17;2250;5000
F;517;,03;6750;15000
F;739;,02;6300;14000
F;649;,28;2250;5000
T;731;,23;1350;3000
F;751;,07;4500;10000
T;698;,21;10350;23000
T;665;,13;450;1000
F;692;,17;17100;38000
T;696;,1;4950;11000
F;675;,4;9450;21000
F;607;,14;10350;23000
T;710;,19;1800;4000
F;509;,07;1350;3000
F;471;,13;2250;5000
F;671;,14;7200;16000
F;707;,42;16650;37000
T;688;,18;4950;11000
T;683;,2;12150;27000
F;637;,25;4050;9000
T;707;,14;3600;8000
F;629;,16;2250;5000
F;509;,19;1800;4000
F;678;,42;3150;7000
F;631;,45;3600;8000
T;683;,2;3600;8000
F;610;,19;1350;3000
T;678;,18;7650;17000
F;649;,37;7200;16000
T;691;,03;5400;12000
F;670;,31;6750;15000
F;636;,16;16200;36000
F;724;,15;16650;37000
F;759;,55;3150;7000
F;681;,35;7200;16000
F;743;,59;10800;24000
F;678;,34;2700;6000
T;731;,08;9900;22000
F;518;,38;1350;3000
T;706;,21;5850;13000
T;697;,13;1800;4000
T;738;,24;9450;21000
F;709;,11;15750;35000
F;612;,28;1350;3000
F;630;,36;2250;5000
T;695;,06;1350;3000
F;716;,11;9000;20000
F;698;,02;5850;13000
T;744;,22;4950;11000
F;706;,15;5850;13000
T;681;,21;9000;20000
T;695;,23;11250;25000
T;797;,09;17100;38000
F;688;,23;16200;36000
F;762;,25;2250;5000
F;628;,22;7200;16000
T;721;,11;6300;14000
T;666;,08;3600;8000
F;434;,15;3150;7000
T;701;,22;5400;12000
F;708;,29;14850;33000
F;464;,46;3600;8000
F;673;,12;14400;32000
T;679;,18;5400;12000
T;691;,17;4950;11000
F;627;,18;4950;11000
T;755;,06;6300;14000
F;568;,01;225;500
F;710;,39;11700;26000
F;730;,48;15750;35000
F;722;,15;3600;8000
T;707;,2;6300;14000
T;693;,16;3150;7000
F;610;,12;900;2000
T;683;,11;7650;17000
F;527;,58;1800;4000
F;668;,1;10350;23000
T;707;,18;3600;8000
T;709;,14;9000;20000
T;718;,15;7650;17000
F;756;0;1800;4000
T;712;,19;6300;14000
T;699;,06;1800;4000
T;678;0;12150;27000
T;777;,02;4500;10000
F;587;,13;1350;3000
F;661;,05;2250;5000
T;656;,26;9000;20000
F;663;,1;1350;3000
F;555;,23;2700;6000
T;711;,23;7200;16000
F;688;,33;4950;11000
F;746;,07;13500;30000
F;675;,31;2250;5000
F;645;,02;12150;27000
F;676;,24;7650;17000
T;772;,15;4050;9000
T;702;,08;4500;10000
F;589;,31;7200;16000
T;677;,09;1350;3000
F;699;,31;12150;27000
F;677;,27;3150;7000
F;633;,35;3150;7000
T;676;,18;1350;3000
T;683;,03;6300;14000
T;681;,07;2250;5000
T;790;,07;1800;4000
T;750;0;2700;6000
T;738;,08;4050;9000
F;620;,4;2250;5000
F;625;,13;1800;4000
F;705;,32;9000;20000
F;730;0;4500;10000
T;680;,09;2700;6000
F;564;,24;11250;25000
T;735;,12;15750;35000
T;680;,23;8100;18000
T;739;,1;9450;21000
F;646;,07;1350;3000
F;584;,7;4050;9000
T;675;,2;3600;8000
T;682;,13;2250;5000
F;687;,14;8100;18000
F;792;,13;8100;18000
F;612;,23;15750;35000
T;707;,18;3150;7000
T;750;,05;3600;8000
F;663;,03;900;2000
F;663;,06;5850;13000
T;705;,09;6750;15000
T;682;,1;5400;12000
T;709;,31;3150;7000
F;592;0;8550;19000
F;665;,06;2700;6000
T;683;,2;11700;26000
T;692;,12;3600;8000
T;710;,23;3150;7000
F;632;,12;3150;7000
F;625;,27;5850;13000
T;717;,19;8100;18000
F;646;,07;16200;36000
F;671;,25;1350;3000
F;655;,02;1800;4000
T;713;,15;8550;19000
T;684;,17;3150;7000
F;591;,09;15750;35000
F;748;,16;11700;26000
T;757;,13;6300;14000
F;653;,15;2250;5000
T;729;,12;2700;6000
T;750;,06;1800;4000
T;774;,08;2700;6000
F;642;,02;1350;3000
T;714;,12;1800;4000
F;597;,3;8100;18000
T;673;,09;3150;7000
F;589;,05;1800;4000
T;671;,17;1800;4000
T;679;,04;3150;7000
T;728;,11;9450;21000
F;602;,25;1350;3000
F;660;,27;3600;8000
T;696;,15;9000;20000
F;568;,17;4050;9000
F;705;,23;3600;8000
F;775;,05;3150;7000
F;646;,04;3600;8000
F;722;,43;6300;14000
F;724;,14;3150;7000
T;663;0;4050;9000
F;653;,14;12600;28000
T;680;,23;3600;8000
T;668;,18;5850;13000
F;696;,31;1350;3000
T;729;,11;4950;11000
F;642;,53;8100;18000
T;687;,18;8100;18000
F;670;,31;12600;28000
T;728;,11;8100;18000
F;529;,01;900;2000
T;710;,04;900;2000
F;712;,04;3600;8000
F;631;,1;4500;10000
T;708;,12;6750;15000
F;687;,33;14400;32000
T;664;,22;4950;11000
T;704;,16;3150;7000
F;651;,14;6300;14000
T;676;,13;450;1000
F;626;,17;8550;19000
T;643;,23;1800;4000
T;689;,14;10350;23000
F;691;,11;12150;27000
T;704;,05;1350;3000
T;705;,18;4950;11000
F;627;,44;15750;35000
F;646;,34;6750;15000
F;547;,14;450;1000
T;681;,18;5400;12000
T;740;,11;4050;9000
F;670;,34;4050;9000
T;684;,27;8100;18000
T;699;,07;900;2000
F;481;,56;900;2000
T;663;,06;2250;5000
F;678;,27;11250;25000
F;638;,2;900;2000
F;584;,01;1350;3000
T;718;,06;3600;8000
F;644;,23;16650;37000
T;717;,06;4500;10000
F;699;,8;1800;4000
